Date,Revenue,COGS,orders_count,unique_customers,item_lines_count,total_quantity,total_discount_amount,avg_discount_amount,avg_discount_rate,promo_usage_rate,discount_to_gross_rate,web_sessions,web_unique_visitors,web_page_views,web_bounce_rate,web_avg_session_duration_sec,web_traffic_available,inventory_product_count,inventory_stock_on_hand,inventory_units_received,inventory_units_sold,inventory_stockout_days,inventory_stockout_rate,inventory_fill_rate,inventory_sell_through_rate,inventory_days_of_supply,inventory_overstock_rate,inventory_reorder_rate,inventory_snapshot_observed,inventory_data_available,returns_count,returned_orders_count,return_quantity,refund_amount,return_rate,day_of_week,month,quarter,year,is_weekend,time_index,post_2019_flag,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_30
2014-07-23,7566031.17,5950276.5,292,291,326,1531,0.0,0.0,0.0,0.0,0.0,20563.0,16788.0,99371.0,0.0035399999999999997,307.5,1.0,501.0,63656.0,14065.0,11799.0,566.0,0.6586826347305389,0.9623415169660678,0.19401516966067864,388.81437125748505,0.7065868263473054,0.0,0,1,13.0,13.0,30.0,116439.52,0.019595035924232528,2,7,3,2014,0,749,0,5725200.44,5089459.45,7520898.79,5035657.681428571,5565762.733666667
2014-07-24,5905615.09,4674430.56,252,250,270,1181,0.0,0.0,0.0,0.0,0.0,20142.0,15456.0,101375.0,0.00439,170.9,1.0,501.0,63656.0,14065.0,11799.0,566.0,0.6586826347305389,0.9623415169660678,0.19401516966067864,388.81437125748505,0.7065868263473054,0.0,0,1,9.0,9.0,29.0,77262.73999999999,0.024555461473327687,3,7,3,2014,0,750,0,5475110.93,5277348.24,8318751.36,5298633.5,5567267.146333334
2014-07-25,4437108.92,3571085.86,179,179,195,906,0.0,0.0,0.0,0.0,0.0,23097.0,18708.0,79029.0,0.00495,205.3,1.0,501.0,63656.0,14065.0,11799.0,566.0,0.6586826347305389,0.9623415169660678,0.19401516966067864,388.81437125748505,0.7065868263473054,0.0,0,1,25.0,25.0,84.0,339271.27,0.09271523178807947,4,7,3,2014,0,751,0,4518235.32,3680744.54,7464560.81,5360134.0942857135,5486829.270666665
2014-07-26,4875867.56,3838617.04,205,205,232,1025,0.0,0.0,0.0,0.0,0.0,24247.0,19552.0,103070.0,0.00472,135.3,1.0,501.0,63656.0,14065.0,11799.0,566.0,0.6586826347305389,0.9623415169660678,0.19401516966067864,388.81437125748505,0.7065868263473054,0.0,0,1,24.0,24.0,58.0,217160.72,0.05658536585365854,5,7,3,2014,1,752,0,4203668.56,3635150.5,5465498.81,5348544.608571428,5385914.207666666
2014-07-27,4695097.96,3728682.43,211,211,232,991,0.0,0.0,0.0,0.0,0.0,21988.0,16247.0,95568.0,0.0057,125.4,1.0,501.0,63656.0,14065.0,11799.0,566.0,0.6586826347305389,0.9623415169660678,0.19401516966067864,388.81437125748505,0.7065868263473054,0.0,0,1,13.0,13.0,39.0,171837.44999999998,0.039354187689202826,6,7,3,2014,1,753,0,4322625.55,4538183.38,6215342.27,5444573.037142857,5366259.832666667
2014-07-28,5659848.32,4577648.87,227,225,245,1133,0.0,0.0,0.0,0.0,0.0,22670.0,15945.0,97809.0,0.00477,130.8,1.0,501.0,63656.0,14065.0,11799.0,566.0,0.6586826347305389,0.9623415169660678,0.19401516966067864,388.81437125748505,0.7065868263473054,0.0,0,1,8.0,8.0,15.0,73779.49,0.01323918799646955,0,7,3,2014,0,754,0,4796649.21,4180514.48,6715989.51,5497783.381428571,5315585.022333334
2014-07-29,8325936.32,6673852.31,324,321,355,1609,0.0,0.0,0.0,0.0,0.0,18711.0,13949.0,72733.0,0.0038600000000000006,211.0,1.0,501.0,63656.0,14065.0,11799.0,566.0,0.6586826347305389,0.9623415169660678,0.19401516966067864,388.81437125748505,0.7065868263473054,0.0,0,1,16.0,16.0,50.0,193185.56,0.031075201988812928,1,7,3,2014,0,755,0,6208113.76,4729914.86,10967240.25,5621097.54,5280380.316000001
2014-07-30,9849002.97,7950504.57,392,389,429,1854,0.0,0.0,0.0,0.0,0.0,24281.0,17908.0,81246.0,0.00444,184.70000000000002,1.0,501.0,63656.0,14065.0,11799.0,566.0,0.6586826347305389,0.9623415169660678,0.19401516966067864,388.81437125748505,0.7065868263473054,0.0,0,1,11.0,10.0,24.0,108598.16,0.012944983818770227,2,7,3,2014,0,756,0,7566031.17,5725200.44,8960784.4,5923643.62,5192336.8516666675
2014-07-31,12499623.55,10113088.37,513,510,572,2647,0.0,0.0,0.0,0.0,0.0,19708.0,14084.0,101207.0,0.00427,211.4,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,1,1,15.0,15.0,42.0,153852.89,0.015867019267094825,3,7,3,2014,0,757,0,5905615.09,5475110.93,9836345.7,6249782.448571429,5221944.1373333335
2014-08-01,10268362.3,8266400.63,400,398,451,1985,0.0,0.0,0.0,0.0,0.0,24466.0,19362.0,115362.0,0.00331,296.9,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,8.0,8.0,18.0,87038.66,0.00906801007556675,4,8,3,2014,0,758,0,4437108.92,4518235.32,8037264.4,7191783.657142857,5310720.065666666
2014-08-02,9437585.35,7486465.1,365,362,409,1819,0.0,0.0,0.0,0.0,0.0,24590.0,19673.0,104410.0,0.00389,301.5,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,13.0,13.0,44.0,148087.99,0.024189114898295765,5,8,3,2014,1,759,0,4875867.56,4203668.56,6599126.14,8024819.854285715,5385089.995666667
2014-08-03,8311634.97,6613684.99,353,350,383,1636,0.0,0.0,0.0,0.0,0.0,27896.0,22287.0,129445.0,0.00523,314.0,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,15.0,15.0,48.0,219293.07,0.029339853300733496,6,8,3,2014,1,760,0,4695097.96,4322625.55,1539342.27,8676493.824285714,5479705.302666666
2014-08-04,7920532.02,6253439.86,272,268,300,1277,0.0,0.0,0.0,0.0,0.0,25170.0,19950.0,101848.0,0.004,107.4,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,15.0,15.0,44.0,120830.06,0.03445575567736883,0,8,3,2014,0,761,0,5659848.32,4796649.21,2247607.0,9193141.96857143,5705448.392666668
2014-08-05,4783590.74,3865614.98,165,164,178,778,0.0,0.0,0.0,0.0,0.0,25018.0,19903.0,86055.0,0.00353,213.4,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,16.0,16.0,50.0,241095.05,0.06426735218508997,1,8,3,2014,0,762,0,8325936.32,6208113.76,2992177.47,9516096.782857144,5894545.893333334
2014-08-06,5768372.14,4433911.0,220,216,243,1114,0.0,0.0,0.0,0.0,0.0,23442.0,17709.0,121906.0,0.00531,236.5,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,10.0,9.0,28.0,69264.65,0.025134649910233394,2,8,3,2014,0,763,0,9849002.97,7566031.17,3321041.63,9010047.414285714,5954259.669
2014-08-07,4368310.48,3451434.03,174,174,190,831,0.0,0.0,0.0,0.0,0.0,23454.0,18090.0,102654.0,0.0033199999999999996,110.29999999999998,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,14.0,14.0,34.0,127932.14,0.04091456077015644,3,8,3,2014,0,764,0,12499623.55,5905615.09,4389991.98,8427100.152857143,6035837.352666666
2014-08-08,2772020.29,2220747.24,104,104,115,515,0.0,0.0,0.0,0.0,0.0,23334.0,18245.0,121130.0,0.0056,124.5,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,13.0,13.0,38.0,145471.91999999998,0.07378640776699029,4,8,3,2014,0,765,0,10268362.3,4437108.92,5089459.45,7265484.0,6035114.636000001
2014-08-09,3001539.63,2354553.12,128,125,141,615,0.0,0.0,0.0,0.0,0.0,25341.0,20285.0,126650.0,0.00446,137.0,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,12.0,12.0,25.0,77034.22,0.04065040650406504,5,8,3,2014,1,766,0,9437585.35,4875867.56,5277348.24,6194577.998571428,5957866.664000001
2014-08-10,3823485.27,3003127.77,152,151,164,763,0.0,0.0,0.0,0.0,0.0,29231.0,23328.0,140174.0,0.00364,161.8,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,15.0,15.0,44.0,220584.08,0.057667103538663174,6,8,3,2014,1,767,0,8311634.97,4695097.96,3680744.54,5275142.895714286,5882006.377
2014-08-11,4332284.65,3523421.42,155,155,172,802,0.0,0.0,0.0,0.0,0.0,23585.0,17452.0,106386.0,0.005750000000000001,210.6,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,18.0,18.0,42.0,172346.44,0.05236907730673317,0,8,3,2014,0,768,0,7920532.02,5659848.32,3635150.5,4633978.6528571425,5886764.401333334
2014-08-12,4968367.41,3950793.43,199,195,223,1017,0.0,0.0,0.0,0.0,0.0,26756.0,19620.0,99842.0,0.00352,277.9,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,21.0,21.0,50.0,248853.48,0.049164208456243856,1,8,3,2014,0,769,0,4783590.74,8325936.32,4538183.38,4121371.885714286,5910002.206333335
2014-08-13,5893608.69,4708354.21,250,249,281,1198,0.0,0.0,0.0,0.0,0.0,27052.0,21739.0,105616.0,0.0038800000000000006,105.1,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,18.0,18.0,59.0,311664.85,0.049248747913188645,2,8,3,2014,0,770,0,5768372.14,9849002.97,4180514.48,4147768.5528571424,5924341.674
2014-08-14,5049141.59,3986642.15,223,221,246,1092,0.0,0.0,0.0,0.0,0.0,24462.0,18052.0,95230.0,0.00415,285.7,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,24.0,24.0,61.0,300549.5,0.055860805860805864,3,8,3,2014,0,771,0,4368310.48,12499623.55,4729914.86,4165659.488571428,5981444.814333334
2014-08-15,4964547.64,3886890.99,193,193,210,939,0.0,0.0,0.0,0.0,0.0,26593.0,20242.0,111317.0,0.00384,291.0,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,19.0,19.0,43.0,193154.11,0.04579339723109691,4,8,3,2014,0,772,0,2772020.29,10268362.3,5725200.44,4262921.0757142855,5992085.705333333
2014-08-16,4183136.08,3312917.75,163,161,182,823,0.0,0.0,0.0,0.0,0.0,23490.0,18504.0,108705.0,0.00548,204.7,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,16.0,16.0,45.0,185231.64,0.054678007290400975,5,8,3,2014,1,773,0,3001539.63,9437585.35,5475110.93,4576139.268571428,5966730.612
2014-08-17,4553293.21,3569236.73,188,186,206,911,0.0,0.0,0.0,0.0,0.0,27595.0,19440.0,123897.0,0.00559,204.5,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,16.0,16.0,51.0,225629.65,0.05598243688254665,6,8,3,2014,1,774,0,3823485.27,8311634.97,4518235.32,4744938.761428571,5923664.7836666675
2014-08-18,3852897.93,3032853.62,177,176,191,782,0.0,0.0,0.0,0.0,0.0,24284.0,18786.0,92056.0,0.00337,305.5,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,23.0,23.0,56.0,268208.6,0.07161125319693094,0,8,3,2014,0,775,0,4332284.65,7920532.02,4203668.56,4849197.038571429,5924833.379999999
2014-08-19,5491853.95,4329773.16,222,222,244,1132,0.0,0.0,0.0,0.0,0.0,27530.0,20093.0,130665.0,0.00487,102.7,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,16.0,16.0,45.0,167869.85,0.03975265017667844,1,8,3,2014,0,776,0,4968367.41,4783590.74,4322625.55,4780713.221428571,5913141.025666666
2014-08-20,6252896.94,5003338.92,244,242,272,1264,0.0,0.0,0.0,0.0,0.0,26262.0,21171.0,141919.0,0.00575,116.0,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,22.0,22.0,52.0,240698.03,0.04113924050632911,2,8,3,2014,0,777,0,5893608.69,5768372.14,4796649.21,4855497.012857144,5952115.305666667
2014-08-21,5420386.94,4272987.79,196,196,211,950,0.0,0.0,0.0,0.0,0.0,24400.0,18452.0,124494.0,0.00568,150.4,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,16.0,16.0,48.0,141022.35,0.05052631578947368,3,8,3,2014,0,778,0,5049141.59,4368310.48,6208113.76,4906823.9057142865,6000656.8966666665
2014-08-22,3980335.94,3221586.25,142,142,158,722,0.0,0.0,0.0,0.0,0.0,27609.0,20885.0,122171.0,0.00566,158.8,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,17.0,17.0,47.0,250961.84,0.06509695290858726,4,8,3,2014,0,779,0,4964547.64,2772020.29,7566031.17,4959858.955714285,5974399.336
2014-08-23,3604919.44,2824202.4,141,140,152,703,0.0,0.0,0.0,0.0,0.0,20691.0,14501.0,70328.0,0.00408,305.5,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,11.0,11.0,24.0,110300.07,0.034139402560455195,5,8,3,2014,1,780,0,4183136.08,3001539.63,5905615.09,4819257.284285715,5854876.161666666
2014-08-24,3975022.95,3208598.81,171,170,188,843,0.0,0.0,0.0,0.0,0.0,24220.0,16963.0,109986.0,0.0038,314.2,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,16.0,16.0,50.0,241969.12,0.05931198102016608,6,8,3,2014,1,781,0,4553293.21,3823485.27,4437108.92,4736654.907142857,5778186.306666668
2014-08-25,4982068.72,3931111.8,192,191,213,985,0.0,0.0,0.0,0.0,0.0,22239.0,17722.0,121773.0,0.0033599999999999997,281.4,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,16.0,16.0,38.0,176836.25,0.03857868020304569,0,8,3,2014,0,782,0,3852897.93,4332284.65,4875867.56,4654044.87,5762783.441
2014-08-26,5315751.01,4151656.84,225,223,249,1099,0.0,0.0,0.0,0.0,0.0,26573.0,21345.0,139315.0,0.00468,191.5,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,14.0,13.0,38.0,151029.44,0.034576888080072796,1,8,3,2014,0,783,0,5491853.95,4968367.41,4695097.96,4815354.9828571435,5766323.479666666
2014-08-27,7880420.55,6267001.76,309,305,345,1577,0.0,0.0,0.0,0.0,0.0,24745.0,19165.0,121324.0,0.00429,299.7,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,15.0,15.0,38.0,208995.73,0.024096385542168676,2,8,3,2014,0,784,0,6252896.94,5893608.69,5659848.32,4790197.42,5787011.914666668
2014-08-28,13900846.53,11188888.43,587,576,674,3025,0.0,0.0,0.0,0.0,0.0,24844.0,17570.0,112442.0,0.00358,299.5,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,13.0,13.0,36.0,153326.55,0.011900826446280991,3,8,3,2014,0,785,0,5420386.94,5049141.59,8325936.32,5022700.792857142,5861030.988999999
2014-08-29,12683009.27,10136587.4,569,565,639,2823,0.0,0.0,0.0,0.0,0.0,21406.0,16216.0,91997.0,0.00432,268.7,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,11.0,11.0,39.0,184028.98,0.01381509032943677,4,8,3,2014,0,786,0,3980335.94,4964547.64,9849002.97,6234195.0200000005,6046861.329333333
2014-08-30,11574198.37,9088009.4,468,466,534,2471,60775.12,113.8110861423221,0.003932587502352135,0.03932584269662921,0.005250913977552642,24035.0,19477.0,110772.0,0.00341,115.1,1.0,490.0,66071.0,12669.0,10712.0,514.0,0.6836734693877551,0.9650351020408163,0.17539040816326532,419.64,0.7693877551020408,0.0,0,1,15.0,15.0,43.0,210168.01,0.017401861594496155,5,8,3,2014,1,787,0,3604919.44,4183136.08,12499623.55,7477434.067142857,6141328.206
2014-08-31,11951398.65,9415326.58,460,455,535,2468,119195.0,222.79439252336448,0.010280372259933983,0.102803738317757,0.009973309692920334,26386.0,21171.0,93476.0,0.00378,172.1,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,1,1,13.0,13.0,40.0,153775.21,0.01620745542949757,6,8,3,2014,1,788,0,3975022.95,4553293.21,10268362.3,8615902.485714285,6110480.7
2014-09-01,10306541.25,8432677.93,387,386,443,1943,142844.64,322.44839729119644,0.011963890255709679,0.11963882618510158,0.013859609789074488,15632.0,12444.0,65725.0,0.0054,298.5,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,10.0,10.0,34.0,159249.51,0.017498713329902212,0,9,3,2014,0,789,0,4982068.72,3852897.93,9437585.35,9755384.728571428,6166581.911666666
2014-09-02,1980913.22,1699049.31,77,77,82,340,142985.7,1743.728048780488,0.07439024033516621,0.7439024390243902,0.07218170819214383,17927.0,14108.0,89498.0,0.00343,121.19999999999999,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,10.0,10.0,22.0,65852.77,0.06470588235294118,1,9,3,2014,0,790,0,5315751.01,5491853.95,8311634.97,10516023.66142857,6195547.108333333
2014-09-03,2013419.84,1783705.47,69,68,73,341,201341.99,2758.1094520547945,0.1000000463186548,1.0,0.1000000029800044,18132.0,12780.0,84311.0,0.00487,182.8,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,11.0,11.0,29.0,129067.1,0.08504398826979472,2,9,3,2014,0,791,0,7880420.55,6252896.94,7920532.02,10039618.262857141,5984523.049999999
2014-09-04,2079554.62,1858190.69,80,80,88,399,207955.46,2363.130227272727,0.10000009509542457,1.0,0.09999999903825561,18744.0,14326.0,80286.0,0.0034,138.5,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,15.0,15.0,45.0,180384.38,0.11278195488721804,3,9,3,2014,0,792,0,13900846.53,5420386.94,4783590.74,9201475.304285714,5787619.310666666
2014-09-05,3009749.32,2650108.54,106,106,115,545,300974.96,2617.1735652173916,0.10000001299908558,1.0,0.10000000930310038,16761.0,12802.0,82021.0,0.00432,213.2,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,15.0,15.0,48.0,183591.29,0.08807339449541285,4,9,3,2014,0,793,0,12683009.27,3980335.94,5768372.14,7512719.317142857,5697484.7733333325
2014-09-06,2651615.67,2379303.77,112,112,124,531,265161.56,2138.3996774193547,0.10000002127398307,1.0,0.09999999736010008,16392.0,12341.0,61013.0,0.00348,252.6,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,15.0,15.0,29.0,143581.41,0.054613935969868174,5,9,3,2014,1,794,0,11574198.37,3604919.44,4368310.48,6130825.038571429,5605530.679333333
2014-09-07,3257294.39,2733813.81,135,135,148,659,325729.51,2200.875067567568,0.10000004153246438,1.0,0.10000002179723154,16882.0,11861.0,62446.0,0.00509,178.8,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,18.0,18.0,61.0,314942.36,0.09256449165402124,6,9,3,2014,1,795,0,11951398.65,3975022.95,2772020.29,4856170.367142857,5548307.518999999
2014-09-08,3789247.34,3234658.91,148,145,157,755,378924.75,2413.5334394904457,0.10000008455466174,1.0,0.10000000422247443,19692.0,14268.0,82611.0,0.00414,100.4,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,21.0,21.0,54.0,298979.54000000004,0.07152317880794702,0,9,3,2014,0,796,0,10306541.25,4982068.72,3001539.63,3614155.4728571433,5564483.322333333
2014-09-09,3050893.58,2636295.62,126,125,145,675,305089.37,2104.064620689655,0.10000000818639898,1.0,0.10000000393327386,17866.0,13307.0,93827.0,0.00571,186.8,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,10.0,10.0,25.0,91756.15,0.037037037037037035,1,9,3,2014,0,797,0,1980913.22,5315751.01,3823485.27,2683113.4857142856,5590740.246
2014-09-10,2734213.18,2344334.17,119,119,137,631,273421.35,1995.7762773722627,0.10000007857388012,1.0,0.10000001170354975,17022.0,12401.0,68700.0,0.00529,102.6,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,17.0,17.0,42.0,179874.19,0.06656101426307448,2,9,3,2014,0,798,0,2013419.84,7880420.55,4332284.65,2835967.822857143,5564987.189666667
2014-09-11,3603376.76,3063452.95,154,154,169,758,360337.66000000003,2132.17550295858,0.10000000915767361,1.0,0.09999999555972049,20363.0,16145.0,73927.0,0.00481,228.6,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,23.0,23.0,53.0,206382.28,0.06992084432717678,3,9,3,2014,0,799,0,2079554.62,13900846.53,4968367.41,2938938.3000000003,5511718.140666666
2014-09-12,3387921.49,2941397.85,137,137,152,701,338792.15,2228.8957236842107,0.09999994284292658,1.0,0.10000000029516623,18930.0,14320.0,68622.0,0.00522,168.6,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,16.0,16.0,51.0,190879.91,0.07275320970042796,4,9,3,2014,0,800,0,3009749.32,12683009.27,5893608.69,3156627.1771428576,5466218.452333333
2014-09-13,4488375.88,3882301.0,188,188,213,999,448837.54,2107.218497652582,0.0999999969348734,1.0,0.0999999893057085,16596.0,12438.0,69578.0,0.00573,144.4,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,13.0,13.0,34.0,173768.35,0.03403403403403404,5,9,3,2014,1,801,0,2651615.67,11574198.37,5049141.59,3210651.772857143,5382695.545666667
2014-09-14,4664595.04,4241668.09,205,204,224,1028,466459.61,2082.4089732142857,0.10000006762322755,1.0,0.10000002272437351,18068.0,14667.0,86883.0,0.00417,218.9,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,13.0,12.0,34.0,157186.18,0.033073929961089495,6,9,3,2014,1,802,0,3257294.39,11951398.65,4964547.64,3473046.088571429,5364003.355333333
2014-09-15,3434401.74,2989155.15,171,171,192,851,343440.22000000003,1788.7511458333336,0.09999998918954105,1.0,0.10000001339389027,19576.0,15904.0,77829.0,0.00568,104.3,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,14.0,14.0,36.0,86374.28,0.04230317273795535,0,9,3,2014,0,803,0,3789247.34,10306541.25,4183136.08,3674089.038571429,5354004.935333333
2014-09-16,3499018.93,3094674.95,133,133,147,677,349901.94,2380.285306122449,0.10000003488816799,1.0,0.10000001343233658,17833.0,13068.0,89080.0,0.00494,303.2,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,12.0,12.0,25.0,84389.4,0.03692762186115214,1,9,3,2014,0,804,0,3050893.58,1980913.22,4553293.21,3623396.81,5329047.124
2014-09-17,2159581.94,1891350.86,114,113,124,536,215958.2,1741.5983870967743,0.0999999494595289,1.0,0.10000000277831551,19329.0,15498.0,74137.0,0.0056,286.4,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,19.0,19.0,42.0,196018.53,0.07835820895522388,2,9,3,2014,0,805,0,2734213.18,2013419.84,3852897.93,3687414.717142857,5293904.648
2014-09-18,3245614.46,2827312.43,143,143,154,715,324561.4,2107.5415584415587,0.09999992466805714,1.0,0.09999998582702889,16909.0,12993.0,86844.0,0.00558,157.6,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,15.0,15.0,33.0,143292.76,0.046153846153846156,3,9,3,2014,0,806,0,3603376.76,2079554.62,5491853.95,3605324.54,5237460.781666667
2014-09-19,3152106.06,2800614.8,143,141,159,736,315210.59,1982.4565408805033,0.09999995134321284,1.0,0.09999999492402867,17146.0,12184.0,80820.0,0.0058,299.5,1.0,515.0,67740.0,13984.0,11887.0,618.0,0.6466019417475728,0.960001359223301,0.19647320388349515,307.1700970873787,0.6932038834951456,0.0,0,1,20.0,20.0,69.0,333154.46,0.09375,4,9,3,2014,0,807,0,3387921.49,3009749.32,6252896.94,3554215.6400000006,5162586.131999999
